bridge_id,bridge_type,material,year_built,age_years,design_life_years,location,corrosion_environment,corrosion_rate_mm_yr,condition_rating,structurally_deficient,adt,deck_area_sqft,tensile_strength_MPa,yield_strength_MPa,paris_C,paris_m,original_thickness_mm,remaining_thickness_mm,fatigue_cycles_millions,replacement_cost_M,loan_outstanding_M,last_inspection_date,insurance_premium_K_yr,expected_cost,risk_std
BR-00117,Pedestrian,Reinforced Concrete,1972,52,60,Coastal Florida,Severe,0.0446,7,0,8730,9105.0,25,20,0.0,0.0,47.1,44.7,16.6,2.36,1.3,2023-08-22,55.2,7.07503536,0.8862306206449012
BR-00118,Interstate,Steel (A514 HY),1931,93,75,Desert Southwest,Mild,0.0288,6,0,54715,1353.0,760,690,4.5e-12,3.2,18.9,16.2,1857.3,0.39,0.28,2022-11-24,6.1,1.38503362,0.18104789871796353
BR-00119,Railroad,Timber,1994,30,100,Coastal Florida,Severe,0.0806,7,0,8,1089.0,8,5,0.0,0.0,15.8,13.4,4.4,0.37,0.25,2023-08-16,8.3,1.1297,0.0
BR-00120,Local Road,Steel (A588 Weathering),1980,44,60,Rural Mountain,Mild,0.0094,9,0,3256,2020.0,485,345,5.2e-12,2.8,14.6,14.2,52.3,0.48,0.34,2022-06-14,11.3,1.71236,2.220446049250313e-16
BR-00121,Local Road,Steel (A588 Weathering),1936,88,75,Coastal Texas,Severe,0.0428,6,0,3369,1709.0,485,345,5.2e-12,2.8,23.1,19.3,108.2,0.58,0.32,2020-04-06,11.7,2.17330848,0.2841675871014144
BR-00122,Pedestrian,Prestressed Concrete,1968,56,75,Desert Southwest,Mild,0.0108,9,0,1050,2030.0,35,28,0.0,0.0,61.6,61.0,2.1,0.4,0.14,2022-02-20,6.5,1.1752,0.0
BR-00123,Highway,Steel (A36),1972,52,75,Coastal California,Moderate,0.0834,6,0,20648,2631.0,450,250,6.9e-12,3.0,12.6,8.3,391.9,0.61,0.38,2020-12-02,8.9,1.8886399999999994,4.440892098500626e-16
BR-00124,Highway,Steel (A36),1963,61,75,Urban Midwest,Moderate,0.06,6,0,24390,1941.0,450,250,6.9e-12,3.0,18.1,14.5,543.0,0.38,0.25,2020-03-02,3.9,1.1282700000000003,2.220446049250313e-16
BR-00125,Highway,Prestressed Concrete,1978,46,100,Rural Midwest,Mild,0.022,9,0,18902,4132.0,35,28,0.0,0.0,43.3,42.3,317.4,0.86,0.58,2023-04-21,10.0,2.4699999999999993,4.440892098500626e-16
BR-00126,Highway,Reinforced Concrete,1966,58,60,Rural Mountain,Mild,0.0069,9,0,22460,1598.0,25,20,0.0,0.0,65.8,65.4,475.5,0.36,0.28,2023-10-15,6.6,1.32964,0.0
BR-00127,Pedestrian,Steel (A514 HY),1971,53,60,Industrial New Jersey,Moderate,0.1027,4,1,10005,2931.0,760,690,4.5e-12,3.2,24.6,19.2,19.4,1.08,0.46,2020-03-01,13.0,2.897700000000001,4.440892098500626e-16
BR-00128,Interstate,Stainless Steel 316L,1980,44,75,Desert Southwest,Mild,0.0037,9,0,16850,1229.0,515,205,3.1e-12,3.2,18.5,18.4,270.6,0.33,0.19,2020-05-22,5.2,0.9734400000000001,0.0
BR-00129,Interstate,Aluminium Alloy,1968,56,100,Coastal Carolina,Severe,0.0388,8,0,33102,754.0,310,275,5e-12,3.1,22.6,20.4,676.6,0.24,0.16,2021-01-19,4.1,0.66680936,0.07526719880600316
BR-00130,Interstate,Reinforced Concrete,1973,51,60,Urban West,Mild,0.0291,8,0,21125,1358.0,25,20,0.0,0.0,57.5,56.0,393.2,0.34,0.22,2022-01-28,5.0,0.8685455,0.10010506025046888
BR-00131,Interstate,Steel (A36),1972,52,75,Industrial Ohio,Moderate,0.07,6,0,6178,683.0,450,250,6.9e-12,3.0,20.8,17.2,117.3,0.11,0.04,2021-02-19,1.0,0.26259999999999994,5.551115123125783e-17
BR-00132,Pedestrian,FRP Composite,1963,61,60,Rural Mountain,Mild,0.0053,9,0,8449,3056.0,600,500,0.0,0.0,35.8,35.5,18.8,0.77,0.59,2023-01-18,10.5,2.6006500000000004,4.440892098500626e-16
BR-00133,Local Road,Steel (A36),1975,49,60,Urban Midwest,Moderate,0.0448,8,0,4133,1498.0,450,250,6.9e-12,3.0,14.6,12.4,73.9,0.23,0.15,2023-08-17,4.0,0.6141888000000001,0.07025951102135569
BR-00134,Highway,Composite Steel-Concrete,1983,41,60,Industrial New Jersey,Moderate,0.0608,7,0,26545,3695.0,400,230,6.5e-12,3.0,46.2,43.7,397.2,0.87,0.5,2021-09-16,14.5,2.1477878500000007,0.27399641470800307
BR-00135,Interstate,Aluminium Alloy,1967,57,50,Pacific Northwest,Mild,0.011,9,0,6565,3690.0,310,275,5e-12,3.1,30.0,29.4,136.6,1.12,0.83,2021-10-20,23.2,4.254120000000001,8.881784197001252e-16
BR-00136,Interstate,Composite Steel-Concrete,1958,66,100,Industrial New Jersey,Moderate,0.0664,5,0,34266,4292.0,400,230,6.5e-12,3.0,56.6,52.2,825.5,1.56,0.77,2021-12-23,38.4,5.601356600000001,0.7294834009089236
BR-00137,Highway,Composite Steel-Concrete,1989,35,50,Urban Midwest,Moderate,0.055,7,0,27568,2082.0,400,230,6.5e-12,3.0,56.3,54.4,352.2,0.57,0.2,2020-08-26,5.4,1.2467000000000006,4.440892098500626e-16
BR-00138,Interstate,Timber,1979,45,60,Rural South,Mild,0.0455,8,0,14065,2647.0,8,5,0.0,0.0,33.6,31.6,231.0,0.49,0.33,2021-11-22,4.7,1.3409499999999996,4.440892098500626e-16
BR-00139,Interstate,Prestressed Concrete,1994,30,50,Rural South,Mild,0.0243,9,0,57878,4404.0,35,28,0.0,0.0,58.7,58.0,633.8,1.43,1.1,2020-09-05,27.6,4.3654,0.0
BR-00140,Railroad,Steel (A36),1957,67,75,Coastal Florida,Severe,0.0972,4,1,31,2197.0,450,250,6.9e-12,3.0,23.7,17.2,37.9,0.58,0.36,2023-09-16,6.7,1.8055699999999997,4.440892098500626e-16
BR-00141,Interstate,Steel (A36),1953,71,75,Coastal Florida,Severe,0.0827,5,0,6975,2105.0,450,250,6.9e-12,3.0,10.6,4.8,180.8,0.84,0.5,2023-09-26,20.6,3.64338,0.0
BR-00142,Railroad,Steel (A36),1994,30,60,Industrial Michigan,Moderate,0.0856,8,0,10,2183.0,450,250,6.9e-12,3.0,24.3,21.7,5.5,0.37,0.26,2020-09-27,3.9,0.7924922999999999,0.08896064367482964
BR-00143,Highway,Reinforced Concrete,1977,47,75,Rural South,Mild,0.0203,8,0,10782,522.0,25,20,0.0,0.0,47.3,46.4,185.0,0.15,0.09,2021-11-20,3.2,0.5075199999999997,2.220446049250313e-16
BR-00144,Interstate,Prestressed Concrete,1973,51,100,Rural South,Mild,0.0255,8,0,85829,1466.0,35,28,0.0,0.0,62.2,60.9,1597.7,0.38,0.17,2021-05-09,3.3,0.9337900000000001,0.0
BR-00145,Local Road,Steel (A36),1984,40,75,Rural Mountain,Mild,0.0201,8,0,8398,1623.0,450,250,6.9e-12,3.0,22.6,21.8,122.6,0.57,0.45,2021-09-24,9.3,1.8095999999999999,0.0
BR-00146,Highway,Reinforced Concrete,1965,59,60,Urban West,Mild,0.016,8,0,38698,2977.0,25,20,0.0,0.0,57.2,56.3,833.4,0.75,0.42,2020-02-16,18.8,2.9629600000000007,8.881784197001252e-16
BR-00147,Highway,Steel (A588 Weathering),1977,47,50,Coastal Texas,Severe,0.0645,6,0,15660,1061.0,485,345,5.2e-12,2.8,17.3,14.3,268.6,0.42,0.14,2023-04-02,4.3,0.9907299999999997,3.3306690738754696e-16
BR-00148,Highway,Reinforced Concrete,1990,34,100,Rural Midwest,Mild,0.0095,9,0,14670,3481.0,25,20,0.0,0.0,44.5,44.1,182.1,1.09,0.61,2021-08-18,16.0,2.3093004,0.20196000000000003
BR-00149,Highway,Steel (A36),1972,52,75,Coastal Carolina,Severe,0.1125,4,1,19089,1440.0,450,250,6.9e-12,3.0,19.0,13.1,362.3,0.35,0.15,2020-08-24,6.7,1.00187556,0.12474050906441585
BR-00150,Interstate,Prestressed Concrete,1941,83,100,Industrial New Jersey,Moderate,0.0433,6,0,86229,1102.0,35,28,0.0,0.0,59.2,55.6,2612.3,0.36,0.26,2020-06-01,6.3,1.29547715,0.16850796054038042
BR-00151,Interstate,Steel (A514 HY),2001,23,75,Urban West,Mild,0.0448,9,0,53757,386.0,760,690,4.5e-12,3.2,11.1,10.0,451.3,0.07,0.04,2020-08-08,1.2,0.14251232,0.01306895071803395
BR-00152,Highway,Reinforced Concrete,1978,46,75,Rural Midwest,Mild,0.0149,8,0,55699,723.0,25,20,0.0,0.0,40.4,39.7,935.2,0.15,0.11,2022-05-15,1.8,0.36244244000000003,0.04232012822483409
BR-00153,Interstate,Steel (A36),1954,70,60,Urban Northeast,Moderate,0.0889,3,1,27925,3074.0,450,250,6.9e-12,3.0,19.7,13.5,713.5,1.02,0.46,2021-06-10,24.9,4.189900000000001,8.881784197001252e-16
BR-00154,Local Road,Steel (A36),1993,31,50,Pacific Northwest,Mild,0.0365,8,0,1680,964.0,450,250,6.9e-12,3.0,22.9,21.8,19.0,0.3,0.13,2023-04-04,6.1,0.8048300000000004,3.3306690738754696e-16
BR-00155,Railroad,Cast Iron,1974,50,75,Coastal Florida,Severe,0.0275,7,0,6,4172.0,200,130,1.2e-11,3.8,14.5,13.1,5.5,0.65,0.44,2021-11-17,12.5,1.8595745000000001,0.22947161430338184
BR-00156,Highway,Composite Steel-Concrete,1980,44,50,Industrial Michigan,Moderate,0.0567,6,0,9195,1733.0,400,230,6.5e-12,3.0,59.4,56.9,147.7,0.31,0.2,2022-02-21,6.8,0.90436192,0.11856806969373165
BR-00157,Highway,Composite Steel-Concrete,1973,51,60,Industrial Michigan,Moderate,0.0667,6,0,10139,496.0,400,230,6.5e-12,3.0,67.5,64.1,188.7,0.12,0.09,2021-03-25,1.1,0.34593,0.0
BR-00158,Local Road,Reinforced Concrete,1999,25,100,Coastal Florida,Severe,0.0764,8,0,975,8681.0,25,20,0.0,0.0,60.8,58.9,8.9,3.08,1.03,2023-05-19,67.0,7.520499999999999,8.881784197001252e-16
BR-00159,Interstate,Timber,1979,45,60,Coastal Carolina,Severe,0.0553,7,0,7107,3224.0,8,5,0.0,0.0,25.6,23.1,116.7,1.25,0.82,2020-04-23,29.8,3.6903609000000004,0.4589577503534611
BR-00160,Local Road,Prestressed Concrete,1996,28,60,Urban West,Mild,0.0294,9,0,892,2552.0,35,28,0.0,0.0,49.4,48.6,9.1,0.94,0.65,2020-04-23,17.3,2.6967199999999996,4.440892098500626e-16
BR-00161,Highway,Prestressed Concrete,2023,1,50,Rural South,Mild,0.0307,9,0,11840,4106.0,35,28,0.0,0.0,67.4,67.3,4.3,1.15,0.69,2022-07-08,26.9,1.9139458800000002,0.1793483714787107
BR-00162,Local Road,Reinforced Concrete,1994,30,75,Industrial Ohio,Moderate,0.0231,9,0,4778,1666.0,25,20,0.0,0.0,41.3,40.6,52.3,0.29,0.1,2022-10-03,5.1,0.5612448,0.04821152028623451
BR-00163,Highway,Reinforced Concrete,1991,33,60,Pacific Northwest,Mild,0.0249,9,0,5406,1087.0,25,20,0.0,0.0,42.9,42.1,65.1,0.25,0.17,2022-09-10,3.8,0.7090200000000001,1.1102230246251565e-16
BR-00164,Railroad,Steel (A588 Weathering),1920,104,100,Industrial New Jersey,Moderate,0.0328,6,0,6,1809.0,485,345,5.2e-12,2.8,24.0,20.6,11.4,0.62,0.27,2022-03-24,13.5,2.9821999999999993,8.881784197001252e-16
BR-00165,Local Road,Reinforced Concrete,1987,37,60,Coastal Texas,Severe,0.0549,7,0,3553,4939.0,25,20,0.0,0.0,69.9,67.8,48.0,1.92,1.36,2023-02-02,21.5,4.448408250000001,0.5689081234913924
BR-00166,Highway,Composite Steel-Concrete,1974,50,60,Urban Midwest,Moderate,0.0562,6,0,46252,1168.0,400,230,6.5e-12,3.0,60.0,57.2,844.1,0.2,0.15,2023-11-07,3.2,0.6630000000000001,1.1102230246251565e-16
BR-00167,Interstate,Prestressed Concrete,1982,42,75,Industrial New Jersey,Moderate,0.0256,8,0,23110,1537.0,35,28,0.0,0.0,57.7,56.7,354.3,0.29,0.1,2023-02-09,5.0,0.78,0.0
BR-00168,Pedestrian,Cast Iron,1984,40,100,Coastal Florida,Severe,0.0532,7,0,12234,913.0,200,130,1.2e-11,3.8,14.7,12.6,17.9,0.29,0.17,2022-05-14,4.4,0.8268,1.1102230246251565e-16
BR-00169,Interstate,Reinforced Concrete,1977,47,75,Industrial Ohio,Moderate,0.047,7,0,10148,11948.0,25,20,0.0,0.0,55.8,53.5,174.1,2.51,1.84,2022-12-11,28.9,6.240884389999998,0.8014453199999999
BR-00170,Railroad,Steel (A36),1976,48,100,Rural Midwest,Mild,0.0229,9,0,73,1495.0,450,250,6.9e-12,3.0,23.6,22.5,63.9,0.28,0.17,2020-07-26,5.5,0.7343490000000003,0.06005397930662049
BR-00171,Highway,Cast Iron,1980,44,100,Rural South,Mild,0.0234,8,0,134168,1571.0,200,130,1.2e-11,3.8,21.7,20.6,2154.7,0.38,0.11,2020-01-19,5.3,0.7663750400000001,0.08958004896963163
BR-00172,Highway,Steel (A36),1974,50,100,Coastal Carolina,Severe,0.0887,6,0,15024,1437.0,450,250,6.9e-12,3.0,24.5,20.1,274.2,0.56,0.43,2021-04-07,5.9,1.6705000000000005,6.661338147750939e-16
BR-00173,Highway,Stainless Steel 316L,1988,36,100,Urban Northeast,Moderate,0.0073,9,0,14892,1815.0,515,205,3.1e-12,3.2,23.5,23.3,195.7,0.31,0.24,2023-02-17,3.2,0.8647600000000003,2.220446049250313e-16
BR-00174,Local Road,Stainless Steel 316L,1971,53,50,Industrial New Jersey,Moderate,0.008,8,0,1295,1394.0,515,205,3.1e-12,3.2,21.9,21.5,25.1,0.5,0.3,2022-07-12,11.1,1.8047900000000001,0.0
BR-00175,Interstate,Reinforced Concrete,2009,15,100,Urban Midwest,Moderate,0.0182,9,0,17224,2963.0,25,20,0.0,0.0,58.9,58.6,94.3,1.13,0.79,2022-11-06,21.0,2.303391,0.19660061608181706
BR-00176,Pedestrian,Prestressed Concrete,1987,37,50,Coastal Carolina,Severe,0.0528,7,0,11421,335.0,35,28,0.0,0.0,40.8,38.8,15.4,0.11,0.07,2021-10-01,2.2,0.28712176,0.03613826401875995
BR-00177,Local Road,Steel (A36),2021,3,75,Coastal Texas,Severe,0.0982,8,0,3459,2308.0,450,250,6.9e-12,3.0,16.3,16.0,3.8,0.47,0.16,2022-12-10,11.1,0.7036949699999998,0.0774283361000377
BR-00178,Highway,Timber,1959,65,75,Industrial New Jersey,Moderate,0.061,6,0,9345,2019.0,8,5,0.0,0.0,34.3,30.4,221.7,0.31,0.11,2020-03-24,3.4,0.8332999999999999,1.1102230246251565e-16
BR-00179,Local Road,Steel (A588 Weathering),1967,57,75,Industrial Michigan,Moderate,0.0203,7,0,3851,3168.0,485,345,5.2e-12,2.8,21.6,20.5,80.1,0.89,0.4,2020-11-03,18.4,3.0404400000000016,1.3322676295501878e-15
BR-00180,Pedestrian,Steel (A36),2004,20,75,Urban Northeast,Moderate,0.0426,8,0,3070,3950.0,450,250,6.9e-12,3.0,15.9,15.1,2.2,1.3,0.72,2022-01-10,19.0,3.12,0.0
BR-00181,Interstate,Steel (A36),2011,13,100,Rural Midwest,Mild,0.0379,9,0,38903,3731.0,450,250,6.9e-12,3.0,16.8,16.3,184.6,0.86,0.51,2023-08-12,14.7,1.607933,0.15381699790865733
BR-00182,Highway,Composite Steel-Concrete,1989,35,75,Rural South,Mild,0.039,8,0,20533,2734.0,400,230,6.5e-12,3.0,58.7,57.3,262.3,0.72,0.23,2023-12-28,8.0,1.302693,0.1420717089324965
BR-00183,Highway,Steel (A36),1991,33,75,Coastal Texas,Severe,0.055,8,0,15671,5387.0,450,250,6.9e-12,3.0,24.8,23.0,188.8,0.95,0.52,2020-04-02,13.8,2.5030199999999994,8.881784197001252e-16
BR-00184,Highway,Steel (A588 Weathering),2012,12,50,Pacific Northwest,Mild,0.0137,9,0,42151,2539.0,485,345,5.2e-12,2.8,24.4,24.2,184.6,0.39,0.13,2023-03-22,9.8,0.6546239200000002,0.06170848146339692
BR-00185,Interstate,Prestressed Concrete,1966,58,100,Rural Mountain,Mild,0.015,9,0,16038,2519.0,35,28,0.0,0.0,60.4,59.5,339.5,0.63,0.49,2020-07-24,11.2,1.8253424000000003,0.1634248354578998
BR-00186,Interstate,Reinforced Concrete,1954,70,75,Urban Midwest,Moderate,0.0165,8,0,15216,2130.0,25,20,0.0,0.0,68.8,67.6,388.8,0.63,0.42,2023-02-18,11.0,1.937936,0.21332884496945087
BR-00187,Railroad,Steel (A514 HY),1965,59,100,Industrial Michigan,Moderate,0.0617,6,0,105,1207.0,760,690,4.5e-12,3.2,23.3,19.7,113.1,0.34,0.2,2022-07-09,5.6,1.13152,0.0
BR-00188,Highway,Steel (A36),1964,60,100,Coastal Texas,Severe,0.1,4,1,151345,4189.0,450,250,6.9e-12,3.0,24.1,18.1,3314.5,0.95,0.48,2023-08-25,16.5,2.8352720000000002,0.3565273572448543
BR-00189,Interstate,Steel (A36),1980,44,100,Rural Mountain,Mild,0.0208,8,0,6352,1166.0,450,250,6.9e-12,3.0,10.6,9.7,102.0,0.27,0.14,2020-06-02,4.5,0.7904000000000001,0.0
BR-00190,Highway,Reinforced Concrete,1965,59,75,Coastal California,Moderate,0.0262,7,0,41129,1959.0,25,20,0.0,0.0,66.0,64.5,885.7,0.42,0.19,2023-12-01,3.5,1.0614500000000002,2.220446049250313e-16
BR-00191,Highway,Cast Iron,1983,41,75,Coastal Texas,Severe,0.0374,8,0,74004,3102.0,200,130,1.2e-11,3.8,13.2,11.7,1107.5,0.87,0.66,2021-08-01,12.6,2.66058,4.440892098500626e-16
BR-00192,Highway,Composite Steel-Concrete,1973,51,100,Coastal California,Moderate,0.0966,5,0,16898,2976.0,400,230,6.5e-12,3.0,50.4,45.5,314.6,0.48,0.27,2020-11-06,6.1,1.3794299999999995,4.440892098500626e-16
BR-00193,Interstate,Steel (A588 Weathering),1989,35,100,Coastal California,Moderate,0.0325,9,0,10943,4006.0,485,345,5.2e-12,2.8,13.6,12.4,139.8,1.58,1.07,2022-01-01,21.3,3.499402299999999,0.2958490011402734
BR-00194,Local Road,Prestressed Concrete,1981,43,75,Industrial Ohio,Moderate,0.0212,8,0,5376,2122.0,35,28,0.0,0.0,51.0,50.1,84.4,0.67,0.37,2022-04-28,14.8,2.17932,0.0
BR-00195,Interstate,Prestressed Concrete,2003,21,75,Industrial Ohio,Moderate,0.0437,8,0,32156,10779.0,35,28,0.0,0.0,53.3,52.3,246.5,3.14,2.39,2020-12-08,74.4,7.517943999999999,0.889895838341613
BR-00196,Highway,Prestressed Concrete,2023,1,75,Urban Northeast,Moderate,0.0259,9,0,26585,2786.0,35,28,0.0,0.0,65.7,65.7,9.7,0.57,0.38,2022-03-08,6.8,1.24384,0.0
BR-00197,Highway,Prestressed Concrete,1959,65,50,Urban Northeast,Moderate,0.0233,8,0,200000,1346.0,35,28,0.0,0.0,52.8,51.3,4745.0,0.23,0.16,2023-11-06,4.7,0.9041499999999998,2.220446049250313e-16
BR-00198,Interstate,Reinforced Concrete,2005,19,75,Coastal Florida,Severe,0.0439,9,0,4155,652.0,25,20,0.0,0.0,54.4,53.6,28.8,0.16,0.06,2022-05-08,3.4,0.36998000000000003,5.551115123125783e-17
BR-00199,Highway,Prestressed Concrete,1999,25,75,Coastal Texas,Severe,0.0445,7,0,20362,271.0,35,28,0.0,0.0,63.0,61.9,185.8,0.05,0.02,2021-07-16,0.7,0.11375000000000003,1.3877787807814457e-17
BR-00200,Interstate,Reinforced Concrete,1992,32,60,Rural Midwest,Mild,0.0094,9,0,26673,589.0,25,20,0.0,0.0,56.2,55.9,311.5,0.17,0.09,2022-03-20,4.2,0.51272,1.1102230246251565e-16
BR-00201,Highway,Steel (A36),1976,48,75,Industrial Ohio,Moderate,0.0812,6,0,17328,2241.0,450,250,6.9e-12,3.0,20.1,16.2,303.6,0.62,0.42,2023-08-20,7.4,1.5513228799999994,0.20316334999246302
BR-00202,Highway,Reinforced Concrete,1965,59,100,Coastal Texas,Severe,0.0537,7,0,33828,1568.0,25,20,0.0,0.0,65.8,62.6,728.5,0.35,0.23,2021-10-01,3.6,0.8679949600000001,0.1086229538759391
BR-00203,Interstate,Reinforced Concrete,1980,44,60,Industrial New Jersey,Moderate,0.0391,8,0,36003,930.0,25,20,0.0,0.0,46.7,45.0,578.2,0.28,0.16,2021-12-28,4.7,0.84084,0.0
BR-00204,Highway,Steel (A36),1938,86,75,Pacific Northwest,Mild,0.0421,6,0,11185,5304.0,450,250,6.9e-12,3.0,23.7,20.1,351.1,1.72,0.79,2020-01-01,26.5,6.225700000000001,8.881784197001252e-16
BR-00205,Highway,Steel (A588 Weathering),1957,67,100,Industrial Michigan,Moderate,0.0213,9,0,39227,1357.0,485,345,5.2e-12,2.8,17.7,16.2,959.3,0.39,0.16,2020-01-03,6.6,1.0195847200000003,0.08727835851292119
BR-00206,Local Road,Stainless Steel 316L,1968,56,100,Coastal Texas,Severe,0.0192,8,0,4093,946.0,515,205,3.1e-12,3.2,21.8,20.7,83.7,0.24,0.12,2022-02-18,4.3,0.6377492,0.06954461777634273
BR-00207,Interstate,Stainless Steel 316L,1953,71,50,Urban Midwest,Moderate,0.0099,8,0,50899,301.0,515,205,3.1e-12,3.2,21.6,20.9,1319.0,0.11,0.04,2023-06-10,1.2,0.3057599999999999,5.551115123125783e-17
BR-00208,Pedestrian,Reinforced Concrete,1982,42,60,Industrial Ohio,Moderate,0.0227,9,0,6777,1821.0,25,20,0.0,0.0,47.2,46.3,10.4,0.69,0.32,2022-08-11,11.7,1.9518200000000006,4.440892098500626e-16
BR-00209,Highway,Reinforced Concrete,1974,50,75,Rural South,Mild,0.0316,8,0,27616,2217.0,25,20,0.0,0.0,54.7,53.1,504.0,0.44,0.34,2022-11-07,6.4,1.166,0.13557137419086676
BR-00210,Interstate,Reinforced Concrete,1943,81,75,Coastal Texas,Severe,0.0717,4,1,87276,5202.0,25,20,0.0,0.0,63.2,57.4,2580.3,1.97,1.49,2020-11-14,44.7,9.20491,0.0
BR-00211,Railroad,Composite Steel-Concrete,1995,29,75,Coastal Florida,Severe,0.0651,8,0,48,6658.0,400,230,6.5e-12,3.0,41.5,39.6,25.4,1.36,0.52,2020-03-24,15.1,2.4590601100000007,0.2786681718939268
BR-00212,Railroad,Composite Steel-Concrete,1954,70,75,Urban Northeast,Moderate,0.0576,6,0,74,2514.0,400,230,6.5e-12,3.0,48.1,44.1,94.5,0.71,0.55,2022-11-15,13.9,2.9029000000000003,0.0
BR-00213,Highway,Prestressed Concrete,1976,48,75,Industrial Michigan,Moderate,0.0304,9,0,19595,2237.0,35,28,0.0,0.0,58.9,57.5,343.3,0.83,0.26,2020-09-20,16.9,2.4715599999999993,4.440892098500626e-16
BR-00214,Railroad,Steel (A36),1990,34,75,Desert Southwest,Mild,0.0281,8,0,49,432.0,450,250,6.9e-12,3.0,17.9,16.9,30.4,0.14,0.09,2020-11-27,2.5,0.3344670000000001,0.03722100568227571
BR-00215,Interstate,Steel (A36),1969,55,50,Urban Midwest,Moderate,0.041,7,0,9004,576.0,450,250,6.9e-12,3.0,13.3,11.0,180.8,0.11,0.07,2022-09-08,2.4,0.34045440000000005,0.04387474415925408
BR-00216,Railroad,Composite Steel-Concrete,1978,46,60,Coastal Texas,Severe,0.1101,5,0,71,997.0,400,230,6.5e-12,3.0,42.2,37.1,59.6,0.39,0.17,2020-12-27,3.6,0.8377051999999999,0.10883978231978232
BR-00217,Interstate,Steel (A588 Weathering),1984,40,50,Coastal Florida,Severe,0.0726,7,0,22178,4839.0,485,345,5.2e-12,2.8,17.7,14.8,323.8,0.87,0.37,2022-09-06,15.4,2.4128,0.0
BR-00218,Pedestrian,Composite Steel-Concrete,1980,44,75,Desert Southwest,Mild,0.0144,9,0,389,734.0,400,230,6.5e-12,3.0,43.7,43.0,0.6,0.26,0.11,2021-06-24,2.5,0.49598400000000015,0.04161973685644829
BR-00219,Local Road,Stainless Steel 316L,1964,60,75,Urban West,Mild,0.0065,8,0,4738,4942.0,515,205,3.1e-12,3.2,14.6,14.3,103.8,1.73,1.29,2022-03-15,27.8,6.094400000000001,8.881784197001252e-16
BR-00220,Highway,Steel (A36),1957,67,75,Urban Northeast,Moderate,0.0578,6,0,20673,5591.0,450,250,6.9e-12,3.0,19.1,15.2,505.6,1.02,0.47,2021-08-13,10.1,2.42475397,0.3173327250565778
BR-00221,Highway,Prestressed Concrete,1966,58,75,Rural Mountain,Mild,0.0159,8,0,9395,1700.0,35,28,0.0,0.0,53.6,52.7,198.9,0.48,0.33,2021-10-13,7.5,1.6185000000000007,4.440892098500626e-16
BR-00222,Interstate,Timber,1955,69,60,Industrial Michigan,Moderate,0.0518,6,0,22664,3294.0,8,5,0.0,0.0,24.8,21.2,570.8,0.72,0.37,2021-01-01,6.4,1.7117161600000002,0.22573097825267674
BR-00223,Local Road,Steel (A588 Weathering),1993,31,60,Urban Midwest,Moderate,0.0272,8,0,4698,2741.0,485,345,5.2e-12,2.8,13.2,12.4,53.2,0.96,0.4,2021-08-12,8.2,2.0984599999999998,0.0
BR-00224,Highway,Prestressed Concrete,1979,45,75,Pacific Northwest,Mild,0.0264,8,0,47523,1323.0,35,28,0.0,0.0,49.1,47.9,780.6,0.45,0.33,2023-08-27,4.4,1.0387338,0.11669466328825838
BR-00225,Highway,Reinforced Concrete,1974,50,100,Desert Southwest,Mild,0.0107,8,0,11961,2422.0,25,20,0.0,0.0,50.2,49.6,218.3,0.69,0.28,2022-07-23,15.9,1.861369,0.2051728803131642
BR-00226,Local Road,Steel (A588 Weathering),1950,74,75,Industrial Michigan,Moderate,0.0306,7,0,1814,571.0,485,345,5.2e-12,2.8,24.4,22.2,49.0,0.1,0.05,2022-08-19,1.9,0.3777800000000002,1.6653345369377348e-16
BR-00227,Interstate,Steel (A36),2006,18,60,Urban West,Mild,0.054,9,0,26885,1106.0,450,250,6.9e-12,3.0,20.1,19.2,176.6,0.35,0.19,2023-10-08,8.2,0.8938799999999999,1.1102230246251565e-16
BR-00228,Local Road,Steel (A588 Weathering),1989,35,75,Coastal Florida,Severe,0.0433,7,0,3459,15603.0,485,345,5.2e-12,2.8,22.0,20.5,44.2,2.7,1.15,2020-10-10,57.0,7.598500000000002,8.881784197001252e-16
BR-00229,Pedestrian,Steel (A588 Weathering),2000,24,75,Rural Midwest,Mild,0.0205,9,0,6163,674.0,485,345,5.2e-12,2.8,20.1,19.6,5.4,0.13,0.08,2023-11-22,1.5,0.25389660000000003,0.021941821032904266
BR-00230,Pedestrian,Steel (A36),1992,32,100,Industrial New Jersey,Moderate,0.0559,8,0,9021,749.0,450,250,6.9e-12,3.0,17.7,16.0,10.5,0.27,0.15,2022-01-13,4.3,0.7248800000000004,2.220446049250313e-16
BR-00231,Local Road,Reinforced Concrete,1979,45,60,Industrial New Jersey,Moderate,0.0437,8,0,1160,2646.0,25,20,0.0,0.0,66.4,64.5,19.1,0.54,0.27,2020-01-15,11.5,1.7257500000000006,4.440892098500626e-16
BR-00232,Highway,Prestressed Concrete,1990,34,75,Coastal Carolina,Severe,0.0592,7,0,10036,1850.0,35,28,0.0,0.0,61.4,59.3,124.5,0.49,0.27,2023-02-12,5.4,1.03305328,0.12696351018279858
BR-00233,Highway,Prestressed Concrete,2005,19,100,Industrial New Jersey,Moderate,0.03,8,0,68146,6905.0,35,28,0.0,0.0,69.0,68.4,472.6,1.7,0.86,2022-03-01,33.6,3.3998991999999997,0.3717988330842064
